type,count,name,series,collection
Flawless Finishing Moves Platinum,7,Asuka,Raw,1/1
Flawless Memorabilia,26,Asuka,Raw,/15
Flawless Memorabilia Amethyst,26,Asuka,Raw,/6
Flawless Memorabilia Emerald,26,Asuka,Raw,/3
Flawless Memorabilia Gold,26,Asuka,Raw,/10
Flawless Memorabilia Platinum,26,Asuka,Raw,1/1
Flawless Patch Autographs,38,Asuka,Raw,/25
Flawless Patch Autographs Amethyst,38,Asuka,Raw,/8
Flawless Patch Autographs Emerald,38,Asuka,Raw,/5
Flawless Patch Autographs Gold,38,Asuka,Raw,/10
Flawless Patch Autographs Platinum,38,Asuka,Raw,1/1
Flawless Patch Autographs Ruby,38,Asuka,Raw,/15
Flawless Performances,10,Asuka,Raw,/15
Flawless Performances Amethyst,10,Asuka,Raw,/8
Flawless Performances Emerald,10,Asuka,Raw,/5
Flawless Performances Gold,10,Asuka,Raw,/10
Flawless Performances Platinum,10,Asuka,Raw,1/1
Flawless Royal Rumble Autographs,6,Asuka,Raw,/15
Flawless Royal Rumble Autographs Amethyst,6,Asuka,Raw,/8
Flawless Royal Rumble Autographs Emerald,6,Asuka,Raw,/5
Flawless Royal Rumble Autographs Gold,6,Asuka,Raw,/10
Flawless Royal Rumble Autographs Platinum,6,Asuka,Raw,1/1
Flawless SummerSlam Autographs,17,Asuka,Raw,/15
Flawless SummerSlam Autographs Amethyst,17,Asuka,Raw,/8
Flawless SummerSlam Autographs Emerald,17,Asuka,Raw,/5
Flawless SummerSlam Autographs Gold,17,Asuka,Raw,/10
Flawless SummerSlam Autographs Platinum,17,Asuka,Raw,1/1
Flawless Survivor Series Autographs,13,Asuka,Raw,/15
Flawless Survivor Series Autographs Amethyst,13,Asuka,Raw,/8
Flawless Survivor Series Autographs Emerald,13,Asuka,Raw,/5
Flawless Survivor Series Autographs Gold,13,Asuka,Raw,/10
Flawless Survivor Series Autographs Platinum,13,Asuka,Raw,1/1
Horizontal Autographed Memorabilia,1,Asuka,Raw,/25
Horizontal Autographed Memorabilia Amethyst,1,Asuka,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,1,Asuka,Raw,/3
Horizontal Autographed Memorabilia Emerald,1,Asuka,Raw,/5
Horizontal Autographed Memorabilia Gold,1,Asuka,Raw,/10
Horizontal Autographed Memorabilia Platinum,1,Asuka,Raw,1/1
Horizontal Autographed Memorabilia Ruby,1,Asuka,Raw,/15
Jumbo Memorabilia,33,Asuka,Raw,/15
Jumbo Memorabilia Amethyst,33,Asuka,Raw,/8
Jumbo Memorabilia Emerald,33,Asuka,Raw,/5
Jumbo Memorabilia Gold,33,Asuka,Raw,/10
Jumbo Memorabilia Platinum,33,Asuka,Raw,1/1
Raw Logo Gems,13,Asuka,Raw,1/1
Signature Prime Materials,17,Asuka,Raw,/25
Signature Prime Materials Amethyst,17,Asuka,Raw,/8
Signature Prime Materials Emerald,17,Asuka,Raw,/5
Signature Prime Materials Gold,17,Asuka,Raw,/10
Signature Prime Materials Platinum,17,Asuka,Raw,1/1
Signature Prime Materials Ruby,17,Asuka,Raw,/15
Card Set,Card Number,Athlete,Team,Sequence
Base,18,Austin Theory,SmackDown,/25
Base Amethyst,18,Austin Theory,SmackDown,/8
Base Emerald,18,Austin Theory,SmackDown,/5
Base Gold,18,Austin Theory,SmackDown,/10
Base Platinum,18,Austin Theory,SmackDown,1/1
Base Ruby,18,Austin Theory,SmackDown,/15
Flawless Memorabilia,36,Austin Theory,SmackDown,/15
Flawless Memorabilia Amethyst,36,Austin Theory,SmackDown,/6
Flawless Memorabilia Emerald,36,Austin Theory,SmackDown,/3
Flawless Memorabilia Gold,36,Austin Theory,SmackDown,/10
Flawless Memorabilia Platinum,36,Austin Theory,SmackDown,1/1
Flawless Patch Autographs,10,Austin Theory,SmackDown,/25
Flawless Patch Autographs Amethyst,10,Austin Theory,SmackDown,/8
Flawless Patch Autographs Emerald,10,Austin Theory,SmackDown,/5
Flawless Patch Autographs Gold,10,Austin Theory,SmackDown,/10
Flawless Patch Autographs Platinum,10,Austin Theory,SmackDown,1/1
Flawless Patch Autographs Ruby,10,Austin Theory,SmackDown,/15
Flawless Survivor Series Autographs,19,Austin Theory,SmackDown,/25
Flawless Survivor Series Autographs Amethyst,19,Austin Theory,SmackDown,/8
Flawless Survivor Series Autographs Emerald,19,Austin Theory,SmackDown,/5
Flawless Survivor Series Autographs Platinum,19,Austin Theory,SmackDown,1/1
Smackdown Logo Gems,14,Austin Theory,SmackDown,1/1
Vertical Autographed Memorabilia,34,Austin Theory,SmackDown,/25
Vertical Autographed Memorabilia Amethyst,34,Austin Theory,SmackDown,/8
Vertical Autographed Memorabilia Bronze FOTL,34,Austin Theory,SmackDown,/3
Vertical Autographed Memorabilia Emerald,34,Austin Theory,SmackDown,/5
Vertical Autographed Memorabilia Gold,34,Austin Theory,SmackDown,/10
Vertical Autographed Memorabilia Platinum,34,Austin Theory,SmackDown,1/1
Vertical Autographed Memorabilia Ruby,34,Austin Theory,SmackDown,/15
NXT Logo Gems,1,Ava,NXT,1/1
Vertical Autographed Memorabilia,44,Ava,NXT,/25
Vertical Autographed Memorabilia Amethyst,44,Ava,NXT,/8
Vertical Autographed Memorabilia Bronze FOTL,44,Ava,NXT,/3
Vertical Autographed Memorabilia Emerald,44,Ava,NXT,/5
Vertical Autographed Memorabilia Gold,44,Ava,NXT,/10
Vertical Autographed Memorabilia Platinum,44,Ava,NXT,1/1
Vertical Autographed Memorabilia Ruby,44,Ava,NXT,/15
Base Legends,62,Bam Bam Bigelow,Legend,/25
Base Legends Amethyst,62,Bam Bam Bigelow,Legend,/8
Base Legends Emerald,62,Bam Bam Bigelow,Legend,/5
Base Legends Gold,62,Bam Bam Bigelow,Legend,/10
Base Legends Platinum,62,Bam Bam Bigelow,Legend,1/1
Base Legends Ruby,62,Bam Bam Bigelow,Legend,/15
Base Legends,55,Batista,Legend,/25
Base Legends Amethyst,55,Batista,Legend,/8
Base Legends Emerald,55,Batista,Legend,/5
Base Legends Gold,55,Batista,Legend,/10
Base Legends Platinum,55,Batista,Legend,1/1
Base Legends Ruby,55,Batista,Legend,/15
Flawless Memorabilia,20,Batista,Legend,/15
Flawless Memorabilia Amethyst,20,Batista,Legend,/6
Flawless Memorabilia Emerald,20,Batista,Legend,/3
Flawless Memorabilia Gold,20,Batista,Legend,/10
Flawless Memorabilia Platinum,20,Batista,Legend,1/1
WWE Legends Logo Gems,18,Batista,Legend,1/1
Flawless Triple Memorabilia Gold,2,Batista / Randy Orton / Triple H,Legend / SmackDown / Legend,/10
Flawless Triple Memorabilia Platinum,2,Batista / Randy Orton / Triple H,Legend / SmackDown / Legend,1/1
Base,40,Bayley,SmackDown,/25
Base Amethyst,40,Bayley,SmackDown,/8
Base Emerald,40,Bayley,SmackDown,/5
Base Gold,40,Bayley,SmackDown,/10
Base Platinum,40,Bayley,SmackDown,1/1
Base Ruby,40,Bayley,SmackDown,/15
Flawless Achievements,4,Bayley,SmackDown,/25
Flawless Achievements Amethyst,4,Bayley,SmackDown,/8
Flawless Achievements Emerald,4,Bayley,SmackDown,/5
Flawless Achievements Gold,4,Bayley,SmackDown,/10
Flawless Achievements Platinum,4,Bayley,SmackDown,1/1
Flawless Achievements Ruby,4,Bayley,SmackDown,/15
Flawless Achievements Sapphire,4,Bayley,SmackDown,/20
Flawless Memorabilia,8,Bayley,SmackDown,/15
Flawless Memorabilia Amethyst,8,Bayley,SmackDown,/6
Flawless Memorabilia Emerald,8,Bayley,SmackDown,/3
Flawless Memorabilia Gold,8,Bayley,SmackDown,/10
Flawless Memorabilia Platinum,8,Bayley,SmackDown,1/1
Flawless Patch Autographs,20,Bayley,SmackDown,/25
Flawless Patch Autographs Amethyst,20,Bayley,SmackDown,/8
Flawless Patch Autographs Emerald,20,Bayley,SmackDown,/5
Flawless Patch Autographs Gold,20,Bayley,SmackDown,/10
Flawless Patch Autographs Ruby,20,Bayley,SmackDown,/15
Flawless Royal Rumble Autographs,16,Bayley,SmackDown,/25
Flawless Royal Rumble Autographs Amethyst,16,Bayley,SmackDown,/8
Flawless Royal Rumble Autographs Emerald,16,Bayley,SmackDown,/5
Flawless Royal Rumble Autographs Gold,16,Bayley,SmackDown,/10
Flawless Royal Rumble Autographs Platinum,16,Bayley,SmackDown,1/1
Flawless Royal Rumble Autographs Ruby,16,Bayley,SmackDown,/15
Flawless Royal Rumble Autographs Sapphire,16,Bayley,SmackDown,/20
Jumbo Memorabilia,16,Bayley,SmackDown,/15
Jumbo Memorabilia Amethyst,16,Bayley,SmackDown,/8
Jumbo Memorabilia Emerald,16,Bayley,SmackDown,/5
Jumbo Memorabilia Gold,16,Bayley,SmackDown,/10
Jumbo Memorabilia Platinum,16,Bayley,SmackDown,1/1
Smackdown Logo Gems,11,Bayley,SmackDown,1/1
Vertical Autographed Memorabilia,16,Bayley,SmackDown,/25
Vertical Autographed Memorabilia Amethyst,16,Bayley,SmackDown,/8
Vertical Autographed Memorabilia Bronze FOTL,16,Bayley,SmackDown,/3
Vertical Autographed Memorabilia Emerald,16,Bayley,SmackDown,/5
Vertical Autographed Memorabilia Gold,16,Bayley,SmackDown,/10
Vertical Autographed Memorabilia Platinum,16,Bayley,SmackDown,1/1
Vertical Autographed Memorabilia Ruby,16,Bayley,SmackDown,/15
Base,41,Becky Lynch,Raw,/25
Base Amethyst,41,Becky Lynch,Raw,/8
Base Emerald,41,Becky Lynch,Raw,/5
Base Gold,41,Becky Lynch,Raw,/10
Base Platinum,41,Becky Lynch,Raw,1/1
Base Ruby,41,Becky Lynch,Raw,/15
Flawless Memorabilia,18,Becky Lynch,Raw,/15
Flawless Memorabilia Amethyst,18,Becky Lynch,Raw,/6
Flawless Memorabilia Emerald,18,Becky Lynch,Raw,/3
Flawless Memorabilia Gold,18,Becky Lynch,Raw,/10
Flawless Memorabilia Platinum,18,Becky Lynch,Raw,1/1
Base,9,Bianca Belair,SmackDown,/25
Base Amethyst,9,Bianca Belair,SmackDown,/8
Base Emerald,9,Bianca Belair,SmackDown,/5
Base Gold,9,Bianca Belair,SmackDown,/10
Base Platinum,9,Bianca Belair,SmackDown,1/1
Base Ruby,9,Bianca Belair,SmackDown,/15
Flawless Achievements,24,Bianca Belair,SmackDown,/15
Flawless Achievements Amethyst,24,Bianca Belair,SmackDown,/8
Flawless Achievements Emerald,24,Bianca Belair,SmackDown,/5
Flawless Achievements Gold,24,Bianca Belair,SmackDown,/10
Flawless Achievements Platinum,24,Bianca Belair,SmackDown,1/1
Flawless Finishing Moves,6,Bianca Belair,SmackDown,/15
Flawless Finishing Moves Amethyst,6,Bianca Belair,SmackDown,/8
Flawless Finishing Moves Emerald,6,Bianca Belair,SmackDown,/5
Flawless Finishing Moves Gold,6,Bianca Belair,SmackDown,/10
Flawless Finishing Moves Platinum,6,Bianca Belair,SmackDown,1/1
Flawless Memorabilia,28,Bianca Belair,SmackDown,/15
Flawless Memorabilia Amethyst,28,Bianca Belair,SmackDown,/6
Flawless Memorabilia Emerald,28,Bianca Belair,SmackDown,/3
Flawless Memorabilia Gold,28,Bianca Belair,SmackDown,/10
Flawless Memorabilia Platinum,28,Bianca Belair,SmackDown,1/1
Flawless Performances,30,Bianca Belair,SmackDown,/15
Flawless Performances Amethyst,30,Bianca Belair,SmackDown,/8
Flawless Performances Emerald,30,Bianca Belair,SmackDown,/5
Flawless Performances Gold,30,Bianca Belair,SmackDown,/10
Flawless Performances Platinum,30,Bianca Belair,SmackDown,1/1
Flawless Royal Rumble Autographs,18,Bianca Belair,SmackDown,/15
Flawless Royal Rumble Autographs Amethyst,18,Bianca Belair,SmackDown,/8
Flawless Royal Rumble Autographs Emerald,18,Bianca Belair,SmackDown,/5
Flawless Royal Rumble Autographs Gold,18,Bianca Belair,SmackDown,/10
Flawless Royal Rumble Autographs Platinum,18,Bianca Belair,SmackDown,1/1
Flawless SummerSlam Autographs,19,Bianca Belair,SmackDown,/15
Flawless SummerSlam Autographs Amethyst,19,Bianca Belair,SmackDown,/8
Flawless SummerSlam Autographs Emerald,19,Bianca Belair,SmackDown,/5
Flawless SummerSlam Autographs Gold,19,Bianca Belair,SmackDown,/10
Flawless SummerSlam Autographs Platinum,19,Bianca Belair,SmackDown,1/1
Flawless Survivor Series Autographs,15,Bianca Belair,SmackDown,/15
Flawless Survivor Series Autographs Amethyst,15,Bianca Belair,SmackDown,/8
Flawless Survivor Series Autographs Emerald,15,Bianca Belair,SmackDown,/5
Flawless Survivor Series Autographs Gold,15,Bianca Belair,SmackDown,/10
Flawless Survivor Series Autographs Platinum,15,Bianca Belair,SmackDown,1/1
Flawless WrestleMania Autographs,3,Bianca Belair,SmackDown,/15
Flawless WrestleMania Autographs Amethyst,3,Bianca Belair,SmackDown,/8
Flawless WrestleMania Autographs Emerald,3,Bianca Belair,SmackDown,/5
Flawless WrestleMania Autographs Gold,3,Bianca Belair,SmackDown,/10
Flawless WrestleMania Autographs Platinum,3,Bianca Belair,SmackDown,1/1
Horizontal Autographed Memorabilia,11,Bianca Belair,SmackDown,/25
Horizontal Autographed Memorabilia Amethyst,11,Bianca Belair,SmackDown,/8
Horizontal Autographed Memorabilia Bronze FOTL,11,Bianca Belair,SmackDown,/3
Horizontal Autographed Memorabilia Emerald,11,Bianca Belair,SmackDown,/5
Horizontal Autographed Memorabilia Gold,11,Bianca Belair,SmackDown,/10
Horizontal Autographed Memorabilia Platinum,11,Bianca Belair,SmackDown,1/1
Horizontal Autographed Memorabilia Ruby,11,Bianca Belair,SmackDown,/15
Jumbo Memorabilia,24,Bianca Belair,SmackDown,/15
Jumbo Memorabilia Amethyst,24,Bianca Belair,SmackDown,/8
Jumbo Memorabilia Emerald,24,Bianca Belair,SmackDown,/5
Jumbo Memorabilia Gold,24,Bianca Belair,SmackDown,/10
Jumbo Memorabilia Platinum,24,Bianca Belair,SmackDown,1/1
Signature Prime Materials,27,Bianca Belair,SmackDown,/25
Signature Prime Materials Amethyst,27,Bianca Belair,SmackDown,/8
Signature Prime Materials Emerald,27,Bianca Belair,SmackDown,/5
Signature Prime Materials Gold,27,Bianca Belair,SmackDown,/10
Signature Prime Materials Platinum,27,Bianca Belair,SmackDown,1/1
Signature Prime Materials Ruby,27,Bianca Belair,SmackDown,/15
Smackdown Logo Gems,6,Bianca Belair,SmackDown,1/1
Star Swatch Signatures,11,Bianca Belair,SmackDown,/25
Star Swatch Signatures Amethyst,11,Bianca Belair,SmackDown,/8
Star Swatch Signatures Emerald,11,Bianca Belair,SmackDown,/5
Star Swatch Signatures Gold,11,Bianca Belair,SmackDown,/10
Star Swatch Signatures Platinum,11,Bianca Belair,SmackDown,1/1
Star Swatch Signatures Ruby,11,Bianca Belair,SmackDown,/15
WWE Logo Gems,8,Bianca Belair,SmackDown,1/1
Flawless Memorabilia,15,Big E,WWE,/15
Flawless Memorabilia Amethyst,15,Big E,WWE,/6
Flawless Memorabilia Emerald,15,Big E,WWE,/3
Flawless Memorabilia Gold,15,Big E,WWE,/10
Flawless Memorabilia Platinum,15,Big E,WWE,1/1
Flawless Patch Autographs,40,Big E,WWE,/10
Flawless Patch Autographs Amethyst,40,Big E,WWE,/8
Flawless Patch Autographs Emerald,40,Big E,WWE,/5
Flawless Patch Autographs Platinum,40,Big E,WWE,1/1
Flawless Performances,2,Big E,WWE,/25
Flawless Performances Amethyst,2,Big E,WWE,/8
Flawless Performances Emerald,2,Big E,WWE,/5
Flawless Performances Gold,2,Big E,WWE,/10
Flawless Performances Platinum,2,Big E,WWE,1/1
Flawless Performances Ruby,2,Big E,WWE,/15
Flawless Performances Sapphire,2,Big E,WWE,/20
Vertical Autographed Memorabilia,32,Big E,WWE,/10
Vertical Autographed Memorabilia Amethyst,32,Big E,WWE,/8
Vertical Autographed Memorabilia Bronze FOTL,32,Big E,WWE,/3
Vertical Autographed Memorabilia Emerald,32,Big E,WWE,/5
Vertical Autographed Memorabilia Platinum,32,Big E,WWE,1/1
Base Legends,63,Booker T,Legend,/25
Base Legends Amethyst,63,Booker T,Legend,/8
Base Legends Emerald,63,Booker T,Legend,/5
Base Legends Gold,63,Booker T,Legend,/10
Base Legends Platinum,63,Booker T,Legend,1/1
Base Legends Ruby,63,Booker T,Legend,/15
Flawless Finishing Moves,22,Booker T,Legend,/25
Flawless Finishing Moves Amethyst,22,Booker T,Legend,/8
Flawless Finishing Moves Emerald,22,Booker T,Legend,/5
Flawless Finishing Moves Gold,22,Booker T,Legend,/10
Flawless Finishing Moves Platinum,22,Booker T,Legend,1/1
Flawless Finishing Moves Ruby,22,Booker T,Legend,/15
Flawless Finishing Moves Sapphire,22,Booker T,Legend,/20
Flawless Achievements,14,Braun Strowman,Raw,/25
Flawless Achievements Amethyst,14,Braun Strowman,Raw,/8
Flawless Achievements Emerald,14,Braun Strowman,Raw,/5
Flawless Achievements Gold,14,Braun Strowman,Raw,/10
Flawless Achievements Platinum,14,Braun Strowman,Raw,1/1
Flawless Achievements Ruby,14,Braun Strowman,Raw,/15
Flawless Achievements Sapphire,14,Braun Strowman,Raw,/20
Flawless Finishing Moves Amethyst,21,Braun Strowman,Raw,/8
Flawless Performances,12,Braun Strowman,Raw,/25
Flawless Performances Amethyst,12,Braun Strowman,Raw,/8
Flawless Performances Emerald,12,Braun Strowman,Raw,/5
Flawless Performances Gold,12,Braun Strowman,Raw,/10
Flawless Performances Platinum,12,Braun Strowman,Raw,1/1
Flawless Performances Ruby,12,Braun Strowman,Raw,/15
Flawless Performances Sapphire,12,Braun Strowman,Raw,/20
Flawless Survivor Series Autographs Amethyst,6,Braun Strowman,Raw,/8
Horizontal Autographed Memorabilia,21,Braun Strowman,Raw,/25
Horizontal Autographed Memorabilia Amethyst,21,Braun Strowman,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,21,Braun Strowman,Raw,/3
Horizontal Autographed Memorabilia Emerald,21,Braun Strowman,Raw,/5
Horizontal Autographed Memorabilia Gold,21,Braun Strowman,Raw,/10
Horizontal Autographed Memorabilia Platinum,21,Braun Strowman,Raw,1/1
Horizontal Autographed Memorabilia Ruby,21,Braun Strowman,Raw,/15
Jumbo Memorabilia,5,Braun Strowman,Raw,/15
Jumbo Memorabilia Amethyst,5,Braun Strowman,Raw,/8
Jumbo Memorabilia Emerald,5,Braun Strowman,Raw,/5
Jumbo Memorabilia Gold,5,Braun Strowman,Raw,/10
Jumbo Memorabilia Platinum,5,Braun Strowman,Raw,1/1
Raw Logo Gems,16,Braun Strowman,Raw,1/1
Signature Prime Materials,37,Braun Strowman,Raw,/25
Signature Prime Materials Amethyst,37,Braun Strowman,Raw,/8
Signature Prime Materials Emerald,37,Braun Strowman,Raw,/5
Signature Prime Materials Gold,37,Braun Strowman,Raw,/10
Signature Prime Materials Platinum,37,Braun Strowman,Raw,1/1
Signature Prime Materials Ruby,37,Braun Strowman,Raw,/15
5 x 7 Box Topper Cut Signatures,11,Bray Wyatt,WWE,1/1
Flawless Memorabilia,38,Bray Wyatt,WWE,/15
Flawless Memorabilia Amethyst,38,Bray Wyatt,WWE,/6
Flawless Memorabilia Emerald,38,Bray Wyatt,WWE,/3
Flawless Memorabilia Gold,38,Bray Wyatt,WWE,/10
Flawless Memorabilia Platinum,38,Bray Wyatt,WWE,1/1
Superstar Logo Gems,9,Bray Wyatt,WWE,1/1
Base Legends,75,"Bret ""Hit Man"" Hart",Legend,/25
Base Legends Amethyst,75,"Bret ""Hit Man"" Hart",Legend,/8
Base Legends Emerald,75,"Bret ""Hit Man"" Hart",Legend,/5
Base Legends Gold,75,"Bret ""Hit Man"" Hart",Legend,/10
Base Legends Platinum,75,"Bret ""Hit Man"" Hart",Legend,1/1
Base Legends Ruby,75,"Bret ""Hit Man"" Hart",Legend,/15
Flawless Achievements Amethyst,22,"Bret ""Hit Man"" Hart",Legend,/8
Flawless Achievements Emerald,22,"Bret ""Hit Man"" Hart",Legend,/5
Flawless Achievements Gold,22,"Bret ""Hit Man"" Hart",Legend,/10
Flawless Achievements Platinum,22,"Bret ""Hit Man"" Hart",Legend,1/1
Flawless Achievements Ruby,22,"Bret ""Hit Man"" Hart",Legend,/15
Flawless Achievements Sapphire,22,"Bret ""Hit Man"" Hart",Legend,/20
Flawless Finishing Moves,34,"Bret ""Hit Man"" Hart",Legend,/25
Flawless Finishing Moves Amethyst,34,"Bret ""Hit Man"" Hart",Legend,/8
Flawless Finishing Moves Emerald,34,"Bret ""Hit Man"" Hart",Legend,/5
Flawless Finishing Moves Gold,34,"Bret ""Hit Man"" Hart",Legend,/10
Flawless Finishing Moves Ruby,34,"Bret ""Hit Man"" Hart",Legend,/15
Flawless Finishing Moves Sapphire,34,"Bret ""Hit Man"" Hart",Legend,/20
Flawless Memorabilia,10,"Bret ""Hit Man"" Hart",Legend,/15
Flawless Memorabilia Amethyst,10,"Bret ""Hit Man"" Hart",Legend,/6
Flawless Memorabilia Emerald,10,"Bret ""Hit Man"" Hart",Legend,/3
Flawless Memorabilia Gold,10,"Bret ""Hit Man"" Hart",Legend,/10
Flawless Memorabilia Platinum,10,"Bret ""Hit Man"" Hart",Legend,1/1
Flawless Performances,22,"Bret ""Hit Man"" Hart",Legend,/25
Flawless Performances Amethyst,22,"Bret ""Hit Man"" Hart",Legend,/8
Flawless Performances Emerald,22,"Bret ""Hit Man"" Hart",Legend,/5
Flawless Performances Gold,22,"Bret ""Hit Man"" Hart",Legend,/10
Flawless Performances Platinum,22,"Bret ""Hit Man"" Hart",Legend,1/1
Flawless Performances Ruby,22,"Bret ""Hit Man"" Hart",Legend,/15
Flawless Performances Sapphire,22,"Bret ""Hit Man"" Hart",Legend,/20
Flawless SummerSlam Autographs,1,"Bret ""Hit Man"" Hart",Legend,/25
Flawless SummerSlam Autographs Amethyst,1,"Bret ""Hit Man"" Hart",Legend,/8
Flawless SummerSlam Autographs Emerald,1,"Bret ""Hit Man"" Hart",Legend,/5
Flawless SummerSlam Autographs Gold,1,"Bret ""Hit Man"" Hart",Legend,/10
Flawless SummerSlam Autographs Platinum,1,"Bret ""Hit Man"" Hart",Legend,1/1
Flawless SummerSlam Autographs Ruby,1,"Bret ""Hit Man"" Hart",Legend,/15
Flawless SummerSlam Autographs Sapphire,1,"Bret ""Hit Man"" Hart",Legend,/20
Flawless Survivor Series Autographs,14,"Bret ""Hit Man"" Hart",Legend,/25
Flawless Survivor Series Autographs Amethyst,14,"Bret ""Hit Man"" Hart",Legend,/8
Flawless Survivor Series Autographs Emerald,14,"Bret ""Hit Man"" Hart",Legend,/5
Flawless Survivor Series Autographs Gold,14,"Bret ""Hit Man"" Hart",Legend,/10
Flawless Survivor Series Autographs Platinum,14,"Bret ""Hit Man"" Hart",Legend,1/1
Flawless Survivor Series Autographs Ruby,14,"Bret ""Hit Man"" Hart",Legend,/15
Flawless Survivor Series Autographs Sapphire,14,"Bret ""Hit Man"" Hart",Legend,/20
Flawless WrestleMania Autographs,23,"Bret ""Hit Man"" Hart",Legend,/25
Flawless WrestleMania Autographs Amethyst,23,"Bret ""Hit Man"" Hart",Legend,/8
Flawless WrestleMania Autographs Emerald,23,"Bret ""Hit Man"" Hart",Legend,/5
Flawless WrestleMania Autographs Gold,23,"Bret ""Hit Man"" Hart",Legend,/10
Flawless WrestleMania Autographs Platinum,23,"Bret ""Hit Man"" Hart",Legend,1/1
Flawless WrestleMania Autographs Ruby,23,"Bret ""Hit Man"" Hart",Legend,/15
Flawless WrestleMania Autographs Sapphire,23,"Bret ""Hit Man"" Hart",Legend,/20
Star Swatch Signatures,18,"Bret ""Hit Man"" Hart",Legend,/25
Star Swatch Signatures Ruby,18,"Bret ""Hit Man"" Hart",Legend,/15
